Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
Đại Học Tài Chính Marketing,7340101,Quản trị kinh doanh,A00; A01; D01; D96,25,
Đại Học Tài Chính Marketing,7340115,Marketing,A00; A01; D01; D96,26.7,
Đại Học Tài Chính Marketing,7340116,Bất động sản,A00; A01; D01; D96,23,
Đại Học Tài Chính Marketing,7340120,Kinh doanh quốc tế,A00; A01; D01; D96,25.7,
Đại Học Tài Chính Marketing,7340201,Tài chính - Ngân hàng,A00; A01; D01; D96,24.8,
Đại Học Tài Chính Marketing,7340301,Kế toán,A00; A01; D01; D96,25.2,
Đại Học Tài Chính Marketing,7310101,Kinh tế,A00; A01; D01; D96,25.6,
Đại Học Tài Chính Marketing,7380107,Luật kinh tế,A00; A01; D01; D96,25.2,
Đại Học Tài Chính Marketing,7310108,Toán kinh tế,A00; A01; D01; D96,24.6,
Đại Học Tài Chính Marketing,7220201,Ngôn ngữ Anh,D01; D72; D78; D96,23.6,
Đại Học Tài Chính Marketing,7340405D,Hệ thống thông tin QL,A00; A01; D01; D96,24.5,
Đại Học Tài Chính Marketing,7810103D,Quản trị dịch vụ du lịch và lữ hành,D01; D72; D78; D96,22,Chương trình đặc thù
Đại Học Tài Chính Marketing,7810201D,Quản trị khách sạn,D01; D72; D78; D96,22,Chương trình đặc thù
Đại Học Tài Chính Marketing,7810202D,Quản trị nhà hàng và dịch vụ ăn uống,D01; D72; D78; D96,22,Chương trình đặc thù
Đại Học Tài Chính Marketing,7340101C,Quản trị kinh doanh,A00; A01; D01; D96,23.5,Chương trình CLC
Đại Học Tài Chính Marketing,7340115C,Marketing,A00; A01; D01; D96,25.3,Chương trình CLC
Đại Học Tài Chính Marketing,7340301C,Kế toán,A00; A01; D01; D96,23.8,Chương trình CLC
Đại Học Tài Chính Marketing,7340201C,Tài chính - Ngân hàng,A00; A01; D01; D96,23.5,Chương trình CLC
Đại Học Tài Chính Marketing,7340120C,Kinh doanh quốc tế,A00; A01; D01; D96,24.7,Chương trình CLC
Đại Học Tài Chính Marketing,7340116C,Bất động sản,A00; A01; D01; D96,23,Chương trình CLC
Đại Học Tài Chính Marketing,7340101Q,Quản trị kinh doanh,A00; A01; D01; D96,23,Chương trình CLC Tiếng Anh toàn phần
Đại Học Tài Chính Marketing,7340115Q,Marketing,A00; A01; D01; D96,25,Chương trình CLC Tiếng Anh toàn phần
Đại Học Tài Chính Marketing,7340120Q,Kinh doanh quốc tế,A00; A01; D01; D96,24.3,Chương trình CLC Tiếng Anh toàn phần
Đại học Tài Nguyên và Môi Trường Hà Nội,7340301,Kế toán,A00; A01; D07; D01,25.25,
Đại học Tài Nguyên và Môi Trường Hà Nội,7340101,Quản trị kinh doanh,A00; A01; C00; D01,27,
Đại học Tài Nguyên và Môi Trường Hà Nội,7340116,Bất động sản,A00; A01; C00; D01,25.5,
Đại học Tài Nguyên và Môi Trường Hà Nội,7340115,Marketing,A00; A01; C00; D01,27.5,
Đại học Tài Nguyên và Môi Trường Hà Nội,7380101,Luật,A00; A01; C00; D01,26,
Đại học Tài Nguyên và Môi Trường Hà Nội,7440298,Biến đổi khí hậu và Phát triển bền vững,A00; C00; D01; D15,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7440222,Khí tượng và khí hậu học,A00; A01; B00; D01,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7440224,Thủy văn học,A00; A01; B00; D01,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7420203,Sinh học ứng dụng,A00; B00; D01; D08,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7510406,Công nghệ kỹ thuật môi trường,A00; A01; B00; D01,17.5,
Đại học Tài Nguyên và Môi Trường Hà Nội,7480201,Công nghệ thông tin,A00; A01; B00; D01,24.25,
Đại học Tài Nguyên và Môi Trường Hà Nội,7520501,Kỹ thuật địa chất,A00; A01; D01; D15,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7520503,Kỹ thuật Trắc địa - Bản đồ,A00; A01; D01; D15,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7540106,Đảm bảo chất lượng và An toàn thực phẩm,A00; B00; D01; D07,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; C00; D01,26.75,
Đại học Tài Nguyên và Môi Trường Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; C00; D01,26.25,
Đại học Tài Nguyên và Môi Trường Hà Nội,7850102,Kinh tế Tài nguyên thiên nhiên,A00; A01; A07; D01,20.5,
Đại học Tài Nguyên và Môi Trường Hà Nội,7850199,Quản lý biển,A00; A01; B00; D01,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7850103,Quản lý đất đai,A00; A01; C00; D01,23.5,
Đại học Tài Nguyên và Môi Trường Hà Nội,7850198,Quản lý tài nguyên nước,A00; A01; B00; D01,15,
Đại học Tài Nguyên và Môi Trường Hà Nội,7850101,Quản lý tài nguyên và môi trường,A00; B00; D01; D15,19.5,
Đại học Tài Nguyên và Môi Trường Hà Nội,7810201,Quản trị khách sạn,A00; A01; C00; D01,25.25,
Đại học Tài Nguyên và Môi Trường Hà Nội,7220201,Ngôn ngữ Anh,A00; D01; D07; D15,24.25,
Đại học Tài Nguyên và Môi Trường Hà Nội,7340301PH,Kế toán,A00; A01; A07; D01,15,Phân hiệu tại Thanh Hóa
Đại học Tài Nguyên và Môi Trường Hà Nội,7510406PH,Công nghệ kỹ thuật môi trường,A00; A01; B00; D01,15,Phân hiệu tại Thanh Hóa
Đại học Tài Nguyên và Môi Trường Hà Nội,7480201PH,Công nghệ thông tin,A00; A01; B00; D01,15,Phân hiệu tại Thanh Hóa
Đại học Tài Nguyên và Môi Trường Hà Nội,7520503PH,Kỹ thuật Trắc địa - Bản đồ,A00; A01; D01; D15,15,Phân hiệu tại Thanh Hóa
Đại học Tài Nguyên và Môi Trường Hà Nội,7810103PH,Quản trị dịch vụ du lịch và lữ hành,A00; A01; C00; D01,15,Phân hiệu tại Thanh Hóa
Đại học Tài Nguyên và Môi Trường Hà Nội,7850103PH,Quản lý đất đai,A00; B00; C00; D01,15,Phân hiệu tại Thanh Hóa
Đại học Tài Nguyên và Môi Trường Hà Nội,7850101PH,Quản lý tài nguyên và môi trường,A00; B00; D01; D15,15,Phân hiệu tại Thanh Hóa
Đại Học Hoa Lư,7140201,Giáo dục Mầm non,M01; M05; M07; M08,19,
Đại Học Hoa Lư,7140202,Giáo dục Tiểu học,A00; C00; C14; D01,25.5,
Đại Học Hoa Lư,7140247,Sư phạm Khoa học tự nhiên,A00; A01; A02; B00,19,
Đại Học Hoa Lư,7140249,Sư phạm Lịch sử - Địa lý,C00; C19; C20; D14,24.5,
Đại Học Hoa Lư,7340301,Kế toán,A00; A01; A10; D01,15,
Đại Học Hoa Lư,7340101,Quản trị kinh doanh,A00; A01; A10; D01,15,
Đại Học Hoa Lư,7310630,Việt Nam học,C00; D14; D15; D66,15,
Đại Học Hoa Lư,7810101,Du lịch,C00; D14; D15; D66,15,
Đại học Nam Cần Thơ,7340115,Marketing,A00; A01; C04; D01,22,
Đại học Nam Cần Thơ,7480201,Công nghệ thông tin,A00; A01; A02; D07,20,
Đại học Nam Cần Thơ,7320104,Truyền thông đa phương tiện,A00; A01; A02; D07,25,
Đại học Nam Cần Thơ,7340201,Tài chính - Ngân hàng,A00; A01; C04; D01,19,
Đại học Nam Cần Thơ,7320108,Quan hệ công chúng,C00; D01; D14; D15,22,
Đại học Nam Cần Thơ,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; D01; D07,21,
Đại học Nam Cần Thơ,7540101,Công nghệ thực phẩm,A00; A02; B00; D07,18,
Đại học Nam Cần Thơ,7720101,Y khoa,A02; B00; D07; D08,22,
Đại học Nam Cần Thơ,7720201,Dược học,A00; B00; D07; D08,21,
Đại học Nam Cần Thơ,7510205,Công nghệ kỹ thuật ô tô,A00; A01; A02; D07,19,
Đại học Nam Cần Thơ,7340301,Kế toán,A00; A01; C04; D01,18,
Đại học Nam Cần Thơ,7850103,Quản lý đất đai,A00; A02; B00; C08,16,
Đại học Nam Cần Thơ,7380101,Luật,C00; D01; D14; D15,23,
Đại học Nam Cần Thơ,7380107,Luật kinh tế,C00; D01; D14; D15,21,
Đại học Nam Cần Thơ,7580101,Kiến trúc,A00; D01; V00; V01,18,
Đại học Nam Cần Thơ,7340101,Quản trị kinh doanh,A00; A01; C04; D01,18,
Đại học Nam Cần Thơ,7580201,Kỹ thuật xây dựng,A00; A01; A02; D07,18,
Đại học Nam Cần Thơ,7720602,Kỹ thuật hình ảnh y học,A00; B00; D07; D08,19,
Đại học Nam Cần Thơ,7520116,Kỹ thuật cơ khí động lực,A00; A01; A02; D07,16,
Đại học Nam Cần Thơ,7480103,Kỹ thuật phần mềm,A00; A01; A02; D07,20,
Đại học Nam Cần Thơ,7220201,Ngôn ngữ anh,D01; D14; D15; D66,16,
Đại học Nam Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,A00; B00; D07; D08,19,
Đại học Nam Cần Thơ,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; C00; D01,21,
Đại học Nam Cần Thơ,7810201,Quản trị khách sạn,A00; A01; C00; D01,18,
Đại học Nam Cần Thơ,7310109,Kinh tế số,A00; A01; C04; D01,16,
Đại học Nam Cần Thơ,7340116,Bất động sản,A00; B00; C05; C08,16,
Đại học Nam Cần Thơ,7340120,Kinh doanh quốc tế,A00; A01; C04; D01,16,
Đại học Nam Cần Thơ,7480101,Khoa học máy tính,A00; A01; A02; D07,16,
Đại học Nam Cần Thơ,7510401,Công nghệ kỹ thuật hóa học,A00; B00; D07; C08,16,
Đại học Nam Cần Thơ,7510601,Quản lý công nghiệp,A00; A01; D01; D07,16,
Đại học Nam Cần Thơ,7520212,Kỹ thuật y sinh,A00; B00; A01; A02,16,
Đại học Nam Cần Thơ,7520320,Kỹ thuật môi trường,A00; A02; B00; C08,16,
Đại học Nam Cần Thơ,7720802,Quản lý bệnh viện,B00; B03; C01; C02,16,
Đại học Nam Cần Thơ,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00; A01; C00; D01,16,
Đại học Nam Cần Thơ,7850101,Quản lý tài nguyên và môi trường,A00; A02; B00; C08,16,
Đại Học Ngoại Ngữ Tin Học TPHCM,7480201,Công nghệ thông tin,A00; A01; D01; D07,21,
Đại Học Ngoại Ngữ Tin Học TPHCM,7220201,Ngôn ngữ Anh,A01; D01; D14; D15,26,Điểm Tiếng Anh nhân hệ số 2
Đại Học Ngoại Ngữ Tin Học TPHCM,7220204,Ngôn ngữ Trung Quốc,A01; D01; D04; D14,20,
Đại Học Ngoại Ngữ Tin Học TPHCM,7340101,Quản trị kinh doanh,A01; D01; D07; D11,22,Điểm Tiếng Anh nhân hệ số 2
Đại Học Ngoại Ngữ Tin Học TPHCM,7340120,Kinh doanh quốc tế,A01; D01; D07; D11,23,Điểm Tiếng Anh nhân hệ số 2
Đại Học Ngoại Ngữ Tin Học TPHCM,7310206,Quan hệ quốc tế,A01; D01; D14; D15,22,Điểm Tiếng Anh nhân hệ số 2
Đại Học Ngoại Ngữ Tin Học TPHCM,7340201,Tài chính - Ngân hàng,A01; D01; D07; D11,19.5,
Đại Học Ngoại Ngữ Tin Học TPHCM,7340301,Kế toán,A01; D01; D07; D11,19.5,
Đại Học Ngoại Ngữ Tin Học TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,A01; D01; D14; D15,20,Điểm Tiếng Anh nhân hệ số 2
Đại Học Ngoại Ngữ Tin Học TPHCM,7810201,Quản trị khách sạn,A01; D01; D14; D15,20,Điểm Tiếng Anh nhân hệ số 2
Đại Học Ngoại Ngữ Tin Học TPHCM,7380107,Luật kinh tế,A01; D01; D15; D66,15,
Đại Học Ngoại Ngữ Tin Học TPHCM,7310608,Đông phương học,D01; D06; D14; D15,16,
Đại Học Ngoại Ngữ Tin Học TPHCM,7380101,Luật,A01; C00; D01; D66,15,
Đại Học Đồng Nai,7140201,Giáo dục Mầm non,M05; M07; M08; M09,19,
Đại Học Đồng Nai,7140202,Giáo dục Tiểu học,A00; C00; D01; A01,23,
Đại Học Đồng Nai,7140209,Sư phạm Toán học,A00; A01; D07; D90,24.25,
Đại Học Đồng Nai,7140211,Sư phạm Vật lý,A00; A01; A02; C01,22,
Đại Học Đồng Nai,7140217,Sư phạm Ngữ văn,C00; D14; D01,23,
Đại Học Đồng Nai,7140218,Sư phạm Lịch sử,C00; C03; C19; D14,22.75,
Đại Học Đồng Nai,7340101,Quản trị kinh doanh,A00; A01; D01,17.5,
Đại Học Đồng Nai,7340301,Kế toán,A00; A01; D01,15,
Đại Học Đồng Nai,7220201,Ngôn ngữ Anh,D01; A01,21.5,
Đại học Nội vụ Hà Nội,7340404,Quản trị nhân lực,A00; A01; D01,24,
Đại học Nội vụ Hà Nội,7340404,Quản trị nhân lực,C00,27,
Đại học Nội vụ Hà Nội,7340406,Quản trị văn phòng,A01; D01,23.75,
Đại học Nội vụ Hà Nội,7340406,Quản trị văn phòng,C00,25.75,
Đại học Nội vụ Hà Nội,7340406,Quản trị văn phòng,C20,26.75,
Đại học Nội vụ Hà Nội,7380101,Luật (Chuyên ngành Thanh tra),A00; A01; D01,24.25,
Đại học Nội vụ Hà Nội,7380101,Luật (Chuyên ngành Thanh tra),C00,26.25,
Đại học Nội vụ Hà Nội,7229040,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,D01; D14; D15,20.25,
Đại học Nội vụ Hà Nội,7229040,Chuyên ngành Văn hóa du lịch thuộc ngành Văn hóa học chuyên ngành Văn hóa truyền thông thuộc ngành văn hóa học,C00,22.25,
Đại học Nội vụ Hà Nội,7229042,Quản lý văn hóa (Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch thuộc ngành Quản lí văn hóa),D01; D14; D15,16,
Đại học Nội vụ Hà Nội,7229042,Quản lý văn hóa (Chuyên ngành Quản lý di sản văn hóa và phát triển du lịch thuộc ngành Quản lí văn hóa),C00,18,
Đại học Nội vụ Hà Nội,7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",A01; D01,15,
Đại học Nội vụ Hà Nội,7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",C00,17,
Đại học Nội vụ Hà Nội,7320201,"Thông tin - thư viện, chuyên ngành Quản trị thông tin thuộc ngành thông tin - thư viện",C20,18,
Đại học Nội vụ Hà Nội,7310205,Quản lý nhà nước,A01; D01,21,
Đại học Nội vụ Hà Nội,7310205,Quản lý nhà nước,C00,23,
Đại học Nội vụ Hà Nội,7310205,Quản lý nhà nước,C20,24,
Đại học Nội vụ Hà Nội,7310201,Chính trị học (Chuyên ngành Chính sách công),D01,15,
Đại học Nội vụ Hà Nội,7310201,Chính trị học (Chuyên ngành Chính sách công),C00,17,
Đại học Nội vụ Hà Nội,7310201,Chính trị học (Chuyên ngành Chính sách công),C14; C20,18,
Đại học Nội vụ Hà Nội,7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),D01,15,
Đại học Nội vụ Hà Nội,7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),C00,17,
Đại học Nội vụ Hà Nội,7320303,Lưu trữ học (Chuyên ngành Văn thư - Lưu trữ),C19; C20,18,
Đại học Nội vụ Hà Nội,7480104,Hệ thông thông tin (Chuyên ngành Hệ thống thông tin thương mại điện tử),A00; A01; D01; D10,19.75,
Đại học Nội vụ Hà Nội,7310202,Xây dựng Đảng và chính quyền nhà nước,D14,15.5,
Đại học Nội vụ Hà Nội,7310202,Xây dựng Đảng và chính quyền nhà nước,C00,17.5,
Đại học Nội vụ Hà Nội,7310202,Xây dựng Đảng và chính quyền nhà nước,C19; C20,18.5,
Đại học Nội vụ Hà Nội,7310101,Kinh tế,A00; A01; A07; D01,23.5,
Đại học Nội vụ Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,D01; D14; D15,23.25,
Đại học Nội vụ Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,C00,25.25,
Đại học Nội vụ Hà Nội,7220201,"Ngôn ngữ Anh, chuyên ngành Biên - phiên dịch thuộc ngành Ngôn ngữ Anh chuyên ngành Tiếng Anh du lịch thuộc ngành Ngôn ngữ Anh",D01; D14; D15,23.75,
Đại học Nội vụ Hà Nội,7340404QN,Quản trị nhân lực,A00; D01; C00,15,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7340404QN,Quản trị nhân lực,C20,16,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7340406QN,Quản trị văn phòng,A00; D01; C00,17,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7340406QN,Quản trị văn phòng,C20,18,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7380101QN 7380101-1QN,Luật (Chuyên ngành Thanh tra),A00; D01; C00,15,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7380101QN 7380101-1QN,Luật (Chuyên ngành Thanh tra),C20,16,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7310205QN,Quản lý nhà nước,D01; D15; C00,18,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7310205QN,Quản lý nhà nước,C20,19,Cơ sở Quảng Nam
Đại học Nội vụ Hà Nội,7380101TP-HCM,Luật (Chuyên ngành Thanh tra),A00; A00; D01; C00,24.5,Cơ sở TPHCM
Đại học Nội vụ Hà Nội,7310205TP-HCM,Quản lý nhà nước,A00; D01; D15; C00,21,Cơ sở TPHCM
Đại học Nội vụ Hà Nội,7340406TP-HCM,Quản trị văn phòng,A01; D01; D15; C00,22.25,Cơ sở TPHCM
Đại học Nội vụ Hà Nội,7320303TP-HCM,Lưu trữ học - Chuyên ngành Văn thư - lưu trữ thuộc ngành Lưu trữ học,D14; C00; C03,15,Cơ sở TPHCM
Đại học Nội vụ Hà Nội,7320303TP-HCM,Lưu trữ học - Chuyên ngành Văn thư - lưu trữ thuộc ngành Lưu trữ học,C19,16,Cơ sở TPHCM
Đại Học Phan Châu Trinh,7720101,Y khoa (Bác sĩ đa khoa),A00; B00; D90; D08,22,
Đại Học Phan Châu Trinh,7720501,Bác sĩ Răng - Hàm - Mặt,A00; B00; D90; D08,22,
Đại Học Phan Châu Trinh,7720301,Điều dưỡng,A00; B00; D07; D08,19,
Đại Học Phan Châu Trinh,7720601,Kỹ thuật xét nghiệm y học,A00; B00; D07; D08,19,
Đại Học Phan Châu Trinh,7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị bệnh viện),A00; C01; C02; D01,15,
Đại Học Phương Đông,7340101,Quản trị kinh doanh,A00; A01; D01,16,
Đại Học Phương Đông,7340201,Tài chính - Ngân hàng,A00; A01; D01,15,
Đại Học Phương Đông,7340301,Kế toán,A00; A01; D01,15,
Đại Học Phương Đông,7420201,Công nghệ sinh học,A00; B00; B08; D07,15,
Đại Học Phương Đông,7480201,Công nghệ thông tin,A00; A01; C01; D01,15,
Đại Học Phương Đông,7340122,Thương mại điện tử,A00; A01; C01; D01,15,
Đại Học Phương Đông,7510203,Công nghệ kỹ thuật Cơ - Điện tử,A00; A01; C01; D01,14,
Đại Học Phương Đông,7510301,Công nghệ kỹ thuật Điện - Điện tử,A00; A01; C01; D01,14,
Đại Học Phương Đông,7580201,Kỹ thuật xây dựng,A00; A01; C01; D01,15,
Đại Học Phương Đông,7580301,Kinh tế xây dựng,A00; A01; C01; D01,15,
Đại Học Phương Đông,7580101,Kiến trúc,H00; V00,15,Kết hợp kết quả thi TN THPT với điểm thi năng khiếu để xét tuyển
Đại Học Phương Đông,7580101,Kiến trúc,V01; V02,19,Kết hợp kết quả thi TN THPT với điểm thi năng khiếu để xét tuyển
Đại Học Phương Đông,7220201,Ngôn ngữ Anh,D01,15,
Đại Học Phương Đông,7220204,Ngôn ngữ Trung Quốc,D01; D04,21,
Đại Học Phương Đông,7220209,Ngôn ngữ Nhật,D01; D06,15,
Đại Học Phương Đông,7340406,Quản trị văn phòng,A00; A01; C00; D01,15,
Đại Học Phương Đông,7810103,Quản trị Dịch vụ du lịch và Lữ hành,A00; A01; C00; D01,15,
Đại Học Phương Đông,7320104,Truyền thông đa phương tiện,A01; C03; D01; D09,15,
Đại Học Phạm Văn Đồng,7310101,Kinh tế,A00; A01; D01; D90,24.5,
Đại Học Phạm Văn Đồng,7310107,Thống kê kinh tế,A00; A01; D01; D90,23.25,
Đại Học Phạm Văn Đồng,7310205,Quản lý nhà nước,A00; A01; D01; D96,23,
Đại Học Phạm Văn Đồng,7340101,Quản trị kinh doanh,A00; A01; D01; D90,25,
Đại Học Phạm Văn Đồng,7340115,Marketing,A00; A01; D01; D90,26.5,
Đại Học Phạm Văn Đồng,7340120,Kinh doanh quốc tế,A00; A01; D01; D90,26,
Đại Học Phạm Văn Đồng,7340121,Kinh doanh thương mại,A00; A01; D01; D90,25,
Đại Học Phạm Văn Đồng,7340122,Thương mại điện tử,A00; A01; D01; D90,26,
Đại Học Phạm Văn Đồng,7340201,Tài chính - Ngân hàng,A00; A01; D01; D90,23.75,
Đại Học Phạm Văn Đồng,7340205,Công nghệ tài chính,A00; A01; D01; D90,23.5,
Đại Học Phạm Văn Đồng,7340301,Kế toán,A00; A01; D01; D90,23.75,
Đại Học Phạm Văn Đồng,7340302,Kiểm toán,A00; A01; D01; D90,23.75,
Đại Học Phạm Văn Đồng,7340404,Quản trị nhân lực,A00; A01; D01; D90,24.75,
Đại Học Phạm Văn Đồng,7340405,Hệ thống thông tin quản lý,A00; A01; D01; D90,23.75,
Đại Học Phạm Văn Đồng,73404020,Khoa học dữ liệu & phân tích kinh doanh,A00; A01; D01; D90,24.5,
Đại Học Phạm Văn Đồng,7380101,Luật,A00; A01; D01; D96,23.5,
Đại Học Phạm Văn Đồng,7380107,Luật kinh tế,A00; A01; D01; D96,25,
Đại Học Phạm Văn Đồng,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; A01; D01; D90,24,
Đại Học Phạm Văn Đồng,7810201,Quản trị khách sạn,A00; A01; D01; D90,23,
Đại Học Phan Thiết,7480201,Công nghệ thông tin,A00; D01; A01; C01,15,
Đại Học Phan Thiết,7340301,Kế toán,A00; A01; D01; C04,15,
Đại Học Phan Thiết,7340201,Tài chính Ngân hàng,A00; A01; D01; C04,15,
Đại Học Phan Thiết,7220201,Ngôn ngữ Anh,A01; D15; D14; D66,15,
Đại Học Phan Thiết,7810201,"Quản trị khách sạn (Khu nghỉ dưỡng, Resort & Spa)",A00; A01; D01; C00,15,
Đại Học Phan Thiết,7810103,Quản trị Dịch vụ Du lịch và Lữ hành,A00; A01; D01; C00,15,
Đại Học Phan Thiết,7810202,Quản trị Nhà hàng và Dịch vụ ăn uống,A00; A01; D01; C00; D66,15,
Đại Học Phan Thiết,7340101,Quản trị kinh doanh,A00; A01; D01; C04,15,
Đại Học Phan Thiết,7340120,Kinh doanh quốc tế,A00; A01; D01; C04,15,
Đại Học Phan Thiết,7510605,Logistics và Quản lý chuỗi cung ứng,A00; A01; C01; D01,15,
Đại Học Phan Thiết,7320104,Truyền thông Đa phương tiện,A01; D01; C00; D15,15,
Đại Học Phan Thiết,7380101,Luật,C00; D14; D84; D66,15,
Đại Học Phan Thiết,7380107,Luật kinh tế,C00; D14; D84; D66,15,
Đại Học Phan Thiết,7520130,Kỹ thuật ô tô,A00; A01; A02; C01,15,
Đại Học Phan Thiết,7580201,Kỹ thuật xây dựng,A00; A01; D01; C01,15,
Đại Học Phan Thiết,7420201,Công nghệ sinh học,A00; B00; D07; C08,15,
Đại Học Phan Thiết,7540101,Công nghệ thực phẩm,A00; B00; C08; D07,15,
Đại Học Phan Thiết,7720601,Kỹ thuật xét nghiệm y học,A00; B00; D07; C08,19,
Đại Học Phú Xuân,7480201,Công nghệ thông tin,A00; B00; D01; A01,15,
Đại Học Phú Xuân,7340301,Kế toán,A00; B00; D01; A01,15,
Đại Học Phú Xuân,7340101,Quản trị kinh doanh,A00; B00; D01; A01,15.5,
Đại Học Phú Xuân,7220201,Ngôn ngữ Anh,D01; A01; D14; D15,15,
Đại Học Phú Xuân,7220204,Ngôn ngữ Trung Quốc,D01; C00; D15; A01,15,
Đại Học Phú Xuân,7310630,Việt Nam học,B00; C00; D01; D15,16,
Đại Học Phú Xuân,7810103,Quản trị dịch vụ du lịch lữ hành,A01; C00; D01; D14,15,
Đại Học Phú Xuân,7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,16,
Đại Học Phú Xuân,7810201,Quản trị khách sạn,A01; C00; D01; D14,15,
Đại Học Phú Yên,7140201,Giáo dục Mầm non,M01; M19,23.45,
Đại Học Phú Yên,7140202,Giáo dục Tiểu học,A00; A01; C00; D01,21.6,
Đại Học Phú Yên,7140209,Sư phạm Toán học,A00; A01; B00; D01,23,
Đại Học Phú Yên,7140210,Sư phạm Tin học,A00; A01; D01,21,
Đại Học Phú Yên,7140217,Sư phạm Ngữ văn,C00; D01; D14,19,
Đại Học Quảng Bình,7140201,Giáo dục Mầm non,M05; M06; M07; M14,19,
Đại Học Quảng Bình,7140202,Giáo dục Tiểu học,A00; C00; C14; D01,23.5,
Đại Học Quảng Bình,7140209,Sư phạm Toán học,A00; A01; A02; D07,19,
Đại Học Quảng Bình,7140217,Sư phạm Ngữ văn,C00; C19; C20; D14,19,
Đại Học Quảng Bình,7140247,Sư phạm Khoa học tự nhiên,A00; A02; B00; D07,19,
Đại Học Quảng Bình,7220201,Ngôn ngữ Anh,D01; D09; D14; D15,15,
Đại Học Quảng Bình,7220204,Ngôn ngữ Trung Quốc,D01; D09; D14; D15,15,
Đại Học Quảng Bình,7310501,Địa lý học,A09; C00; C20; D15,15,
Đại Học Quảng Bình,7340301,Kế toán,A00; A01; C02; D01,15,
Đại Học Quảng Bình,7340101,Quản trị kinh doanh,A00; A01; C02; D01,15,
Đại Học Quảng Bình,7480201,Công nghệ thông tin,A00; A01; C02; D01,15,
Đại Học Quảng Bình,7620101,Nông nghiệp,A00; B03; A09; C13,15,
Đại Học Quảng Bình,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; C03; C04; D01,15,
Đại Học Quảng Bình,7850101,Quản lý Tài nguyên và Môi trường,A00; B03; C04; D01,15,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7340101,Quản trị kinh doanh,A00; A01; A08; D01,26.5,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7480201,Công nghệ thông tin,A00; A01; D10; D01,26.2,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7220204,Ngôn ngữ Trung Quốc,D01; D14; D15; C00,26.5,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7220201,Ngôn ngữ Anh,D01; D09; D66; C00,26,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7220202,Ngôn ngữ Nga,D01; D09; D66; C00,21,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7340301,Kế toán,A00; A08; C03; D01,26,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7340201,Tài chính Ngân hàng,A00; A01; D10; C14,26,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7340120,Kinh doanh quốc tế,A00; A09; C04; D01,26,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7510205,Công nghệ kỹ thuật ô tô,A00; A01; B03; C01,24.5,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; A09; D01,25,
Đại Học Kinh Doanh và Công Nghệ Hà Nội,7510203,Công nghệ kỹ thuật cơ điện tử,A00; A02; A09; D01,24,
